"Datum","EAN","Verbruik","Type","Piek"
"2024-04-19T14:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.009","Elektriciteit","true"
"2024-04-19T15:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-19T16:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-19T17:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.063","Elektriciteit","true"
"2024-04-19T18:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.833","Elektriciteit","true"
"2024-04-19T19:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.382","Elektriciteit","true"
"2024-04-19T20:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.84","Elektriciteit","true"
"2024-04-19T21:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.184","Elektriciteit","true"
"2024-04-19T22:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.217","Elektriciteit","true"
"2024-04-19T23:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.201","Elektriciteit","false"
"2024-04-20T00:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.156","Elektriciteit","false"
"2024-04-20T01:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.975","Elektriciteit","false"
"2024-04-20T02:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.193","Elektriciteit","false"
"2024-04-20T03:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.711","Elektriciteit","false"
"2024-04-20T04:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.189","Elektriciteit","false"
"2024-04-20T05:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.384","Elektriciteit","false"
"2024-04-20T06:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.514","Elektriciteit","false"
"2024-04-20T07:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.701","Elektriciteit","false"
"2024-04-20T08:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.01","Elektriciteit","false"
"2024-04-20T09:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","false"
"2024-04-20T10:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","false"
"2024-04-20T11:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","false"
"2024-04-20T12:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.118","Elektriciteit","false"
"2024-04-20T13:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.03","Elektriciteit","false"
"2024-04-20T14:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","false"
"2024-04-20T15:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.032","Elektriciteit","false"
"2024-04-20T16:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.141","Elektriciteit","false"
"2024-04-20T17:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.415","Elektriciteit","false"
"2024-04-20T18:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.247","Elektriciteit","false"
"2024-04-20T19:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.121","Elektriciteit","false"
"2024-04-20T20:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.317","Elektriciteit","false"
"2024-04-20T21:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.379","Elektriciteit","false"
"2024-04-20T22:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.176","Elektriciteit","false"
"2024-04-20T23:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.212","Elektriciteit","false"
"2024-04-21T00:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.169","Elektriciteit","false"
"2024-04-21T01:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.138","Elektriciteit","false"
"2024-04-21T02:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.162","Elektriciteit","false"
"2024-04-21T03:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.182","Elektriciteit","false"
"2024-04-21T04:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.252","Elektriciteit","false"
"2024-04-21T05:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.513","Elektriciteit","false"
"2024-04-21T06:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.448","Elektriciteit","false"
"2024-04-21T07:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.214","Elektriciteit","false"
"2024-04-21T08:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.025","Elektriciteit","false"
"2024-04-21T09:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.007","Elektriciteit","false"
"2024-04-21T10:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","false"
"2024-04-21T11:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","false"
"2024-04-21T12:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","false"
"2024-04-21T13:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","false"
"2024-04-21T14:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","false"
"2024-04-21T15:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.002","Elektriciteit","false"
"2024-04-21T16:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.023","Elektriciteit","false"
"2024-04-21T17:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.21","Elektriciteit","false"
"2024-04-21T18:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.003","Elektriciteit","false"
"2024-04-21T19:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.258","Elektriciteit","false"
"2024-04-21T20:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.234","Elektriciteit","false"
"2024-04-21T21:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.272","Elektriciteit","false"
"2024-04-21T22:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.189","Elektriciteit","false"
"2024-04-21T23:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.158","Elektriciteit","false"
"2024-04-22T00:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.174","Elektriciteit","false"
"2024-04-22T01:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.944","Elektriciteit","false"
"2024-04-22T02:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.292","Elektriciteit","false"
"2024-04-22T03:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.758","Elektriciteit","false"
"2024-04-22T04:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.157","Elektriciteit","false"
"2024-04-22T05:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.335","Elektriciteit","false"
"2024-04-22T06:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.857","Elektriciteit","false"
"2024-04-22T07:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.516","Elektriciteit","true"
"2024-04-22T08:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.483","Elektriciteit","true"
"2024-04-22T09:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-22T10:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-22T11:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-22T12:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-22T13:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-22T14:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-22T15:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-22T16:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-22T17:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-22T18:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.169","Elektriciteit","true"
"2024-04-22T19:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.295","Elektriciteit","true"
"2024-04-22T20:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.987","Elektriciteit","true"
"2024-04-22T21:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.403","Elektriciteit","true"
"2024-04-22T22:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.22","Elektriciteit","true"
"2024-04-22T23:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.204","Elektriciteit","false"
"2024-04-23T00:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.163","Elektriciteit","false"
"2024-04-23T01:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.151","Elektriciteit","false"
"2024-04-23T02:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.17","Elektriciteit","false"
"2024-04-23T03:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.198","Elektriciteit","false"
"2024-04-23T04:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.199","Elektriciteit","false"
"2024-04-23T05:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.204","Elektriciteit","false"
"2024-04-23T06:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.446","Elektriciteit","false"
"2024-04-23T07:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.16","Elektriciteit","true"
"2024-04-23T08:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.099","Elektriciteit","true"
"2024-04-23T09:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-23T10:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-23T11:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-23T12:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-23T13:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-23T14:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-23T15:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-23T16:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-23T17:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-23T18:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.991","Elektriciteit","true"
"2024-04-23T19:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.27","Elektriciteit","true"
"2024-04-23T20:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.287","Elektriciteit","true"
"2024-04-23T21:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.361","Elektriciteit","true"
"2024-04-23T22:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.228","Elektriciteit","true"
"2024-04-23T23:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.201","Elektriciteit","false"
"2024-04-24T00:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.651","Elektriciteit","false"
"2024-04-24T01:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.834","Elektriciteit","false"
"2024-04-24T02:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.365","Elektriciteit","false"
