entity_id,state,last_changed
sensor.electricity_meter_feed_in_tariff_1,5387.72021484375,2023-01-20T21:00:48.000Z
sensor.electricity_meter_feed_in_tariff_1,5387.77001953125,2023-01-20T22:00:32.000Z
sensor.electricity_meter_feed_in_tariff_1,5387.77001953125,2023-01-20T23:00:16.000Z
sensor.electricity_meter_feed_in_tariff_1,5388.009765625,2023-01-23T06:00:32.000Z
sensor.electricity_meter_feed_in_tariff_1,5388.7998046875,2023-01-23T07:00:16.000Z
sensor.electricity_meter_feed_in_tariff_1,5389.60009765625,2023-01-23T08:00:00.000Z
sensor.electricity_meter_feed_in_tariff_1,5390.0400390625,2023-01-23T08:59:44.000Z
sensor.electricity_meter_feed_in_tariff_1,5390.7001953125,2023-01-23T09:59:28.000Z
sensor.electricity_meter_feed_in_tariff_1,5390.990234375,2023-01-23T10:59:12.000Z
sensor.electricity_meter_feed_in_tariff_1,5391.77978515625,2023-01-23T12:01:04.000Z
sensor.electricity_meter_feed_in_tariff_1,5391.9501953125,2023-01-23T13:00:48.000Z
sensor.electricity_meter_feed_in_tariff_1,5392.2001953125,2023-01-23T14:00:32.000Z
sensor.electricity_meter_feed_in_tariff_1,5392.8798828125,2023-01-23T15:00:16.000Z
sensor.electricity_meter_feed_in_tariff_1,5394.75,2023-01-23T16:00:00.000Z
sensor.electricity_meter_feed_in_tariff_1,5397.2001953125,2023-01-23T16:59:44.000Z
sensor.electricity_meter_feed_in_tariff_1,5399.18017578125,2023-01-23T17:59:28.000Z
sensor.electricity_meter_feed_in_tariff_1,5400.919921875,2023-01-23T18:59:12.000Z
sensor.electricity_meter_feed_in_tariff_1,5403.02001953125,2023-01-23T19:58:56.000Z
sensor.electricity_meter_feed_in_tariff_1,5405.18994140625,2023-01-23T21:00:48.000Z
sensor.electricity_meter_feed_in_tariff_1,5405.39990234375,2023-01-23T22:00:32.000Z
sensor.electricity_meter_feed_in_tariff_1,5405.39990234375,2023-01-23T23:00:16.000Z
sensor.electricity_meter_feed_in_tariff_1,5405.64990234375,2023-01-24T06:00:32.000Z
sensor.electricity_meter_feed_in_tariff_1,5405.9501953125,2023-01-24T07:00:16.000Z
sensor.electricity_meter_feed_in_tariff_1,5406.39013671875,2023-01-24T08:00:00.000Z
sensor.electricity_meter_feed_in_tariff_1,5406.490234375,2023-01-24T08:59:44.000Z
sensor.electricity_meter_feed_in_tariff_1,5406.490234375,2023-01-24T09:59:28.000Z
sensor.electricity_meter_feed_in_tariff_1,5406.509765625,2023-01-24T13:00:48.000Z
sensor.electricity_meter_feed_in_tariff_1,5406.60986328125,2023-01-24T14:00:32.000Z
sensor.electricity_meter_feed_in_tariff_1,5407.1201171875,2023-01-24T15:00:16.000Z
sensor.electricity_meter_feed_in_tariff_1,5409.33984375,2023-01-24T16:00:00.000Z
sensor.electricity_meter_feed_in_tariff_1,5410.89990234375,2023-01-24T16:59:44.000Z
sensor.electricity_meter_feed_in_tariff_1,5412.5400390625,2023-01-24T17:59:28.000Z
sensor.electricity_meter_feed_in_tariff_1,5414.60986328125,2023-01-24T18:59:12.000Z
sensor.electricity_meter_feed_in_tariff_1,5416.7900390625,2023-01-24T20:01:04.000Z
