From (date);From (time);Until (date);Until (time);EAN code;Meter;Meter type;Register;Volume;Unit;Validation status;Caloric upper value;Description
26/10/2023;13:00:00;26/10/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,322;m³;Read;;
26/10/2023;13:00:00;26/10/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;3,649;kWh;Read;;
26/10/2023;14:00:00;26/10/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/10/2023;14:00:00;26/10/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/10/2023;15:00:00;26/10/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,236;m³;Read;;
26/10/2023;15:00:00;26/10/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;2,674;kWh;Read;;
26/10/2023;16:00:00;26/10/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/10/2023;16:00:00;26/10/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/10/2023;17:00:00;26/10/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/10/2023;17:00:00;26/10/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/10/2023;18:00:00;26/10/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/10/2023;18:00:00;26/10/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/10/2023;19:00:00;26/10/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/10/2023;19:00:00;26/10/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/10/2023;20:00:00;26/10/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/10/2023;20:00:00;26/10/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/10/2023;21:00:00;26/10/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/10/2023;21:00:00;26/10/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/10/2023;22:00:00;26/10/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,447;m³;Read;;
26/10/2023;22:00:00;26/10/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;5,065;kWh;Read;;
26/10/2023;23:00:00;27/10/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/10/2023;23:00:00;27/10/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;00:00:00;27/10/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;00:00:00;27/10/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;01:00:00;27/10/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;01:00:00;27/10/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;02:00:00;27/10/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;02:00:00;27/10/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;03:00:00;27/10/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;03:00:00;27/10/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;04:00:00;27/10/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;04:00:00;27/10/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;05:00:00;27/10/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,955;m³;Read;;
27/10/2023;05:00:00;27/10/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;10,822;kWh;Read;;
27/10/2023;06:00:00;27/10/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,642;m³;Read;;
27/10/2023;06:00:00;27/10/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,275;kWh;Read;;
27/10/2023;07:00:00;27/10/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,126;m³;Read;;
27/10/2023;07:00:00;27/10/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,428;kWh;Read;;
27/10/2023;08:00:00;27/10/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,390;m³;Read;;
27/10/2023;08:00:00;27/10/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;4,419;kWh;Read;;
27/10/2023;09:00:00;27/10/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;09:00:00;27/10/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;10:00:00;27/10/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;10:00:00;27/10/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;11:00:00;27/10/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,024;m³;Read;;
27/10/2023;11:00:00;27/10/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;11,604;kWh;Read;;
27/10/2023;12:00:00;27/10/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;12:00:00;27/10/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;13:00:00;27/10/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;13:00:00;27/10/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;14:00:00;27/10/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;14:00:00;27/10/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;15:00:00;27/10/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;15:00:00;27/10/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;16:00:00;27/10/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;16:00:00;27/10/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;17:00:00;27/10/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,252;m³;Read;;
27/10/2023;17:00:00;27/10/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;2,856;kWh;Read;;
27/10/2023;18:00:00;27/10/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;18:00:00;27/10/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;19:00:00;27/10/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;19:00:00;27/10/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;20:00:00;27/10/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;20:00:00;27/10/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;21:00:00;27/10/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;21:00:00;27/10/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/10/2023;22:00:00;27/10/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,511;m³;Read;;
27/10/2023;22:00:00;27/10/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;5,791;kWh;Read;;
27/10/2023;23:00:00;28/10/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/10/2023;23:00:00;28/10/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;00:00:00;28/10/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;00:00:00;28/10/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;01:00:00;28/10/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;01:00:00;28/10/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;02:00:00;28/10/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;02:00:00;28/10/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;03:00:00;28/10/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;03:00:00;28/10/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;04:00:00;28/10/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;04:00:00;28/10/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;05:00:00;28/10/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;05:00:00;28/10/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;06:00:00;28/10/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,129;m³;Read;;
28/10/2023;06:00:00;28/10/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;12,794;kWh;Read;;
28/10/2023;07:00:00;28/10/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,136;m³;Read;;
28/10/2023;07:00:00;28/10/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,541;kWh;Read;;
28/10/2023;08:00:00;28/10/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,183;m³;Read;;
28/10/2023;08:00:00;28/10/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;2,074;kWh;Read;;
28/10/2023;09:00:00;28/10/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,362;m³;Read;;
28/10/2023;09:00:00;28/10/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;4,102;kWh;Read;;
28/10/2023;10:00:00;28/10/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;10:00:00;28/10/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;11:00:00;28/10/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;11:00:00;28/10/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;12:00:00;28/10/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;12:00:00;28/10/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;13:00:00;28/10/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;13:00:00;28/10/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;14:00:00;28/10/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;14:00:00;28/10/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;15:00:00;28/10/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;15:00:00;28/10/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;16:00:00;28/10/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;16:00:00;28/10/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;17:00:00;28/10/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;17:00:00;28/10/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;18:00:00;28/10/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;18:00:00;28/10/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;19:00:00;28/10/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;19:00:00;28/10/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;20:00:00;28/10/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/10/2023;20:00:00;28/10/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/10/2023;21:00:00;28/10/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,247;m³;Read;;
28/10/2023;21:00:00;28/10/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;2,799;kWh;Read;;
28/10/2023;22:00:00;28/10/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,538;m³;Read;;
28/10/2023;22:00:00;28/10/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,097;kWh;Read;;
28/10/2023;23:00:00;29/10/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,096;m³;Read;;
28/10/2023;23:00:00;29/10/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,088;kWh;Read;;
29/10/2023;00:00:00;29/10/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;00:00:00;29/10/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;01:00:00;29/10/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;01:00:00;29/10/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;02:00:00;29/10/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;02:00:00;29/10/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;02:00:00;29/10/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;02:00:00;29/10/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;03:00:00;29/10/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;03:00:00;29/10/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;04:00:00;29/10/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;04:00:00;29/10/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;05:00:00;29/10/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;05:00:00;29/10/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;06:00:00;29/10/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,657;m³;Read;;
29/10/2023;06:00:00;29/10/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,445;kWh;Read;;
29/10/2023;07:00:00;29/10/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,266;m³;Read;;
29/10/2023;07:00:00;29/10/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;3,014;kWh;Read;;
29/10/2023;08:00:00;29/10/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;08:00:00;29/10/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;09:00:00;29/10/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;09:00:00;29/10/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;10:00:00;29/10/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,170;m³;Read;;
29/10/2023;10:00:00;29/10/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,926;kWh;Read;;
29/10/2023;11:00:00;29/10/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,029;m³;Read;;
29/10/2023;11:00:00;29/10/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,329;kWh;Read;;
29/10/2023;12:00:00;29/10/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;12:00:00;29/10/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;13:00:00;29/10/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;13:00:00;29/10/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;14:00:00;29/10/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;14:00:00;29/10/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;15:00:00;29/10/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;15:00:00;29/10/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;16:00:00;29/10/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;16:00:00;29/10/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;17:00:00;29/10/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;17:00:00;29/10/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;18:00:00;29/10/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;18:00:00;29/10/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;19:00:00;29/10/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;19:00:00;29/10/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
29/10/2023;20:00:00;29/10/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,085;m³;Read;;
29/10/2023;20:00:00;29/10/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,963;kWh;Read;;
29/10/2023;21:00:00;29/10/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,161;m³;Read;;
29/10/2023;21:00:00;29/10/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,824;kWh;Read;;
29/10/2023;22:00:00;29/10/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,390;m³;Read;;
29/10/2023;22:00:00;29/10/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;4,419;kWh;Read;;
29/10/2023;23:00:00;30/10/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
29/10/2023;23:00:00;30/10/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
30/10/2023;00:00:00;30/10/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
30/10/2023;00:00:00;30/10/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
30/10/2023;01:00:00;30/10/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
30/10/2023;01:00:00;30/10/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
30/10/2023;02:00:00;30/10/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
30/10/2023;02:00:00;30/10/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
30/10/2023;03:00:00;30/10/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
30/10/2023;03:00:00;30/10/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
30/10/2023;04:00:00;30/10/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
30/10/2023;04:00:00;30/10/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
